Subject,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q3,Q3_Fixed,Q4,Q4_Fixed,Q5,Q5_means (reading disorder question),Q6,Q6_means (working as a developer question),Q7,Q7_means (undergraduate student question),Q8,Q8_means (graduate student question),Q9_1,Q9_1_means (knowledge about English),Q9_2,Q9_1_means (knowledge about Java programming),Q10_1,Q10_means (number of years you have been programming in:-Any language),Q10_2,Q10_means (number of years you have been programming in:-Java),Q11,Q11_means (working as a professional programmer),Q12,Q13_1,Q13_2,Q13_3,P1_Filter_Valid,P1_Solution,P1_Rule,P1_Correct,P1_Filtered,Q13_4,Q14,Q15_1,Q15_2,Q15_3,P1_Filter_Valid_AT,Q15_4,Q16,P1_readability,Q17,P1_correctness,Q18,P1_confidence_level,Q19,Q19_means (Is the method you just saw logically correct),Q20,Q21_1,Q21_2,Q21_3,P2_Filter_Valid,P2_Solution,Q21_4,Q22,Q23_1,Q23_2,Q23_3,P2_Filter_Valid_AT,Q23_4,Q24,P2_readability,Q25,P2_correctness,Q26,P2_confidence_level,Q27,Q27_means (Is the method you just saw logically correct),Q28,Q29_1,Q29_2,Q29_3,P3_Filter_Valid,P3_Solution,Q29_4,Q30,Q31_1,Q31_2,Q31_3,P3_Filter_Valid_AT,Q31_4,Q32,P3_readability,Q33,P3_correctness,Q34,P3_confidence_level,Q35,Q35_means (Is the method you just saw logically correct),Q36,Q37_1,Q37_2,Q37_3,P4_Filter_Valid,P4_Solution,Q37_4,Q38,Q39_1,Q39_2,Q39_3,P4_Filter_Valid_AT,Q39_4,Q40,P4_readability,Q41,P4_correctness,Q42,P4_confidence_level,Q43,Q43_means (Is the method you just saw logically correct),Q44,Q45_1,Q45_2,Q45_3,P1_Filter_Valid_R2,P1_Solution_R2,Q45_4,Q46,Q47_1,Q47_2,Q47_3,P1_Filter_Valid_AT_R2,Q47_4,Q48,P1_readability_R2,Q49,P1_correctness_R2,Q50,P1_confidence_level_R2,Q51,Q51_means (Is the method you just saw logically correct),Q52,Q53_1,Q53_2,Q53_3,P2_Filter_Valid_R2,P2_Solution_R2,Q53_4,Q54,Q55_1,Q55_2,Q55_3,P2_Filter_Valid_AT_R2,Q55_4,Q56,P2_readability_R2,Q57,P2_correctness_R2,Q58,P2_confidence_level_R2,Q59,Q59_means (Is the method you just saw logically correct),Q60,Q61_1,Q61_2,Q61_3,P3_Filter_Valid_R2,P3_Solution_R2,Q61_4,Q62,Q63_1,Q63_2,Q63_3,P3_Filter_Valid_AT_R2,Q63_4,Q64,P3_readability_R2,Q65,P3_correctness_R2,Q66,P3_confidence_level_R2,Q67,Q67_means (Is the method you just saw logically correct),Q68,Q69_1,Q69_2,Q69_3,P4_Filter_Valid_R2,P4_Solution_R2,Q69_4,Q70,Q71_1,Q71_2,Q71_3,P4_Filter_Valid_AT_R2,Q71_4,Q72,P4_readability_R2,Q73,P4_correctness_R2,Q74,P4_confidence_level_R2,Q75,Q75_means (Is the method you just saw logically correct),Q76,Q77,Q78,Problem_Rank_R1,Q79_4,Q79_5,Q80,Q81,Problem_Rank_R2,Q82_3,Q82_4,Q83,Q84,Q85,Q86,Q87,Q88,Q89,LocationLatitude,LocationLongitude,LocationAccuracy
20,R_z75omzLwyZNg837,Default Response Set,Anonymous,,,97.99.127.17,0,42737.60608,42737.6386,1,1,B204,Spanish,Spanish,United States,USA,2,No,2,No,2,No,1,Yes,5,Very good,5,Very good,4,More than 5 years,2,Between 1 and 3 years,7,Between 1 and 3 years,1,0,0,277437,1,S4,0,0,-1,0,1,1012,52934,60219,1,6,1,Very difficult to read,2,Correct,16,Not very confident,2,No,It will return 0 if the three parameters are the same number.,0,0,88714,1,S1,0,1,2565,28307,30580,1,4,3,Neutral,2,Correct,18,Very confident,1,Yes,,0,0,135040,1,S3,0,1,2761,19439,40966,1,6,2,Difficult to read,1,Correct,18,Very confident,2,No,"The method will incorrectly return ""Overweight"" when the BMI is exactly 18.5",0,0,165869,1,S2,0,1,0.924,16501,17732,1,4,1,Very difficult to read,4,Correct,18,Very confident,1,Yes,,31013,31013,216861,1,S2,1,1,1407,30032,31461,1,4,1,Very difficult to read,4,Correct,18,Very confident,1,Yes,,0,0,212926,1,S1,0,1,15098,82804,86568,1,4,2,Difficult to read,1,Correct,18,Very confident,1,Yes,,0,0,134857,1,S4,0,1,3158,230108,244805,-1,10,2,Difficult to read,1,Correct,18,Very confident,2,No,"The method will throw an exception if an array of length zero is passed. Additionally, it will be stuck in an infinite loop if one or more values in the array are equal or smaller than zero.",0,0,111175,1,S3,0,1,0.899,43611,80290,1,5,1,Very difficult to read,4,Correct,18,Very confident,2,No,It will go in an infinite loop unless every character in the phrase is the character passed as second argument.,1,1,P4,1,2,"The first solution uses a lot less nested if statements, which makes it much easier to understand.",1,P4,1,2,"While loops are much more readable than do-while loops. Additionally, in the second solution, the guard for 'max == 0' can be eliminated by using the while, making the method shorter and more concise.",1,1,None,"Using code idioms can be a great help in understanding what code is doing. For example, using java's  'foreach' syntax can convey that this loop is iterating over a collection much better than a while loop with some index and limit variables. /  / Variable naming is also very important. Naming the variable that stores the length of a collection ""max"" is not very self-evident. A better name for this variable would be ""length"". Also, even though the name ""i"" for the variable containing the current index is not very self-evident by itself, most programmers should be able to tell what it is doing if that name was used. Again, convention would help greatly. /  / Using the return statement inside if statements should be done with care. It is very confusing when heavy nesting is being employed.","Usually, executing the code in a debugger helps me understand it when just reading is too difficult.",,3.30017E+13,-9.68441E+13,-1
20,R_1dhRGwZzPuFheJS,Default Response Set,Anonymous,,,190.156.1.83,0,42739.8099,42739.86361,1,1,B184,Español,Spanish,Colombia,Colombia,2,No,1,Yes,2,No,1,Yes,4,Good,3,Satisfactory,4,More than 5 years,2,Between 1 and 3 years,9,More than 5 years,1,0,0,188195,1,S4,0,0,1,0,1,10143,77652,79083,1,8,2,Difficult to read,2,Correct,14,Somewhat confident,2,No,The method implementation do not complies with the specification.,0,0,191713,-1,S1,0,1,4318,34.16,35531,1,4,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,0,0,241868,-1,S3,0,1,3279,65494,67353,1,6,5,Very easy to read,1,Correct,18,Very confident,2,No,The method implementation do not complies with one of the premises stated in the specification.,0,0,167274,1,S2,0,1,2798,161477,182531,-1,5,1,Very difficult to read,2,Incorrect,14,Somewhat confident,2,No,The method implementation do not complies with the specification.,0,0,263782,1,S2,0,1,8172,46142,48547,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,0,0,165586,1,S1,0,1,13935,113614,115895,1,4,4,Easy to read,1,Correct,18,Very confident,1,Yes,,0,0,219220,-1,S4,0,1,7.35,180.97,324920,-1,5,5,Very easy to read,3,Incorrect,14,Somewhat confident,2,No,The method implementation do not complies with the specification.,0,0,252791,-1,S3,0,1,6236,69627,88357,1,5,5,Very easy to read,4,Correct,14,Somewhat confident,2,No,The method implementation do not complies with the specification.,1,1,P4,1,2,The first snippet is most compact and was written in a most organized and easy to read way.,1,P4,1,2,"Snippets are almost the same, differing just in some lines of code.",1,2,The need of having to remember the code snippets when answering the questions.,To accomplish with coding standards. / To avoid code nesting. / To write short pieces of code responsible of one specific task.,To execute the code. / To use test cases.,It is an interesting study and I would like to know the results when available.,4.6492E+13,-7.40628E+13,-1
20,R_O71ClD6T62zDYUp,Default Response Set,Anonymous,,,168.176.239.33,0,42774.54304,42774.56616,1,1, B358,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,4,Good,4,Good,4,More than 5 years,3,Between 3 and 5 years,5,Not applicable,1,0,0,165637,1,S4,0,0,1,0,1,3356,44.66,87210,1,6,4,Easy to read,2,Correct,18,Very confident,2,No,En el caso de que los números sean iguales no modifica la variable de método largestint ,0,0,45584,1,S1,0,1,6305,65378,67348,1,6,4,Easy to read,4,Incorrect,17,Not at all confident,1,Yes,,0,0,82027,1,S3,0,1,5469,14214,15977,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,7828,7828,152972,1,S2,1,1,8333,48287,50042,1,7,2,Difficult to read,4,Correct,15,Neutral,1,Yes,,0,0,118836,1,S2,0,1,3464,71377,73020,1,4,5,Very easy to read,3,Incorrect,15,Neutral,1,Yes,,11694,12478,156776,1,S1,2,1,3367,74646,102777,1,7,4,Easy to read,2,Incorrect,16,Not very confident,2,No,creo que el valor de la variable oldpass se pierde.,0,0,89342,1,S4,0,1,2992,26945,72099,1,6,5,Very easy to read,3,Incorrect,18,Very confident,2,No,El contador aumenta solo cuando encuentra números positivos por esta razón no para del primer negativo o cero que encuentre.,4084,9736,65920,1,S3,2,1,1643,38642,45663,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,1,1,P4,1,2,El código es más entendible simple y realiza la misma operación con menos líneas de código,1,P4,1,2,El while-do permite un mejor control de los contadores,1,2,Dificultad de memoria generalmente cuando se analiza el código se tiene muy a la mano para describir errores sin embargo en esta prueba depende mucho de la memoria que falla mucho en ocasiones.,"la tabulación, el nombramiento de variables y la simpleza al resolver un problema.",la tabulación de variables es decir pruebas de escritorio.,Es necesario un poco de más información acerca de la metodología del ejercicio,4.6492E+13,-7.40628E+13,-1
20,R_VPdtT6FfgooiNBD,Default Response Set,Anonymous,,,130.101.154.94,0,42783.40813,42783.44679,1,1,B284,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,2,Poor,3,Between 3 and 5 years,1,Less than 1 year,6,Less than a year,1,0,0,26428,1,S4,0,0,1,0,1,30772,249957,348536,-1,13,2,Difficult to read,2,Correct,14,Somewhat confident,2,No,"When all the numbers entered are the same, it will just return 0. For example if they are all 2, then the function should return 2 as it was the biggest integer provide, however it will return zero because it does not have any checks for this case.",0,0,17343,1,S1,0,1,5117,130138,156321,-1,6,5,Very easy to read,4,Incorrect,15,Neutral,2,No,"If any of the statements above about the method not working properly with a certain value, than the method cannot be logically correct.",0,0,16744,1,S3,0,1,5897,237786,254041,-1,9,4,Easy to read,1,Correct,18,Very confident,2,No,"The if statement that return ""Normal (healthy weight)"" is provided with the wrong conditions. It should be if (bmi >= 18.50 && bmi<25.00). As it is (bmi > 18.50), if you give 18.5 as an argument the function will return ""overweight"" when it should return ""Normal (healthy weight)"" according to the table.",467907,467907,479730,-1,S2,1,1,2785,150853,160087,-1,6,2,Difficult to read,4,Correct,18,Very confident,1,Yes,,0,0,13693,0,S2,0,1,8091,173555,182753,-1,4,2,Difficult to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,20511,1,S1,0,1,2348,166.32,173238,1,8,2,Difficult to read,1,Correct,15,Neutral,1,Yes,,0,0,17629,0,S4,0,1,7441,104831,165421,1,7,4,Easy to read,1,Correct,14,Somewhat confident,2,No,"Using a do-while loop guarantees that the code inside the loop will run once. The problem with this is that if the array is empty, the loop will still run once and try to access its content at index 0, which I believe should cause some problems.",0,0,16030,0,S3,0,1,16682,220888,227751,1,10,4,Easy to read,4,Correct,14,Somewhat confident,2,No,"The counter++ expression needs to be moved inside the if statement. The way it is, it will loop forever because the index is never incremented unless all letters in the string are equal to the letter passed in. ",1,1,P4,1,2,"The first one has less nested statements so it is easier to read. The several deep nests of the second one combined with the fact that the ending bracket for one statement, its else statement, and that else statements beginning bracket are on the same line makes it somewhat annoying/confusing to read. Also the logic needed to solve this problem is quite a bit less complicated than the code in the second one.",1,P4,1,2,"The second collapses the logic down in a nice way. The first one uses a do-while where a while does the job better, as it makes the check for max == 0 unnecessary, which eliminates an if statement. Do-while loops are also just a bit harder to read than while loops.  ",2,2,,"Proper formatting. Having all things in the same scope have the same indentation, eliminating hanging brackets can help or at least not putting else statements on the same line as the ending bracket of their if statement. Too much nesting can get confusing but with good bracket placement and indentation it is bearable, but any code with bad or inconsistent bracket placement or indentation can be annoying. Formatting can include other things as well, but these two can be the biggest factors.","Most IDEs and text editors have auto-formatting capabilities. I personally use Visual Studio Code, and if I was having problems reading something I can hit Ctrl+Shift+i and providing I have the right extension installed for the language it will auto-format the code for me. I believe it also uses my indentation preferences when doing this (I have tab set to input 4 spaces). This can make code much easier to read. It also (at least in c++) will put spaces in between tokens in an expression. For example something like x+y+count+index or std::cout<<string1<<string2<<string3<<string4 would become x + y + count + index and std::cout << string1 << string2 << string3 << string4. This is a small thing, but it can make things easier to read. ",,4.10764E+13,-8.15103E+13,-1
20,R_3fDEDq7Zyoy9AEq,Default Response Set,Anonymous,,,1.86119E+11,0,42790.72095,42790.76888,1,1,B203,Spanish,Spanish,Colombia,Colombia,2,No,1,Yes,2,No,1,Yes,4,Good,3,Satisfactory,4,More than 5 years,2,Between 1 and 3 years,9,More than 5 years,1,0,0,174446,1,S4,0,0,1,0,1,9.83,103186,142258,1,12,2,Difficult to read,2,Correct,18,Very confident,2,No,"the method is not taking into account all possible scenarios, so it is returning wrong values for specific inputs (specially when all numbers are the same).",17159,122375,126010,1,S1,11,1,3434,90498,95337,1,11,5,Very easy to read,2,Correct,18,Very confident,2,No,I just would like to add that the method is not limiting the 'marks' input between 0 and 100 as the description of the problem.,32.5,49341,99296,1,S3,4,1,3508,59684,61925,1,6,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,90885,1,S2,0,1,6384,200526,256503,-1,15,1,Very difficult to read,2,Incorrect,14,Somewhat confident,2,No,"code with lots of nested 'if' clause tends to fail, this is the case where discarded a nested case that has a positive values.",235156,235156,235579,1,S2,1,1,2042,297308,313380,-1,23,3,Neutral,4,Correct,18,Very confident,2,No,"As per the description of the problem, the method should exit when user types 'q' or 'e'. /  / The method is asking if user wants to try again and only if the user types 'y' is showing again the questions, but if the user types any other key the method is ending and not showing the questions again, so there is an error in the logic that controls user only exit with 'q' or  'e'.",99276,99276,284331,1,S1,1,1,1791,459403,469936,-1,18,2,Difficult to read,1,Correct,18,Very confident,2,No,"For answer: /  ""Which of the following statements is true about the code you just read?"" / None of the options are correct, the code has an exception since in the first 'for' the variable  'i' must stop with length()-1 not length(), so when the nested 'for' initialize 'j' with (i+1), it will try to retrieve the position 4 that does not exist and throw an exception. / ",12495,16191,127720,1,S4,6,1,2396,250859,314941,-1,9,4,Easy to read,1,Correct,14,Somewhat confident,2,No,#NAME?,0,0,90091,1,S3,0,1,1.73,314706,325758,-1,15,4,Easy to read,4,Correct,18,Very confident,2,No,"'index' variable is not being updated in a proper way, when characters are different it is provoking an infinitive loop.",1,1,P4,1,2,-number of lines (not valid for all cases) / -rank 2 has a lot of if and else clauses making more complex the readability ,1,P4,2,1,"I need to think more possible cases in rank2, in rank 1 I am able to see they are controlling null and empty values.",2,1,It was fine.  / I hope all my comments can help your study.,"-Indentation / -Avoid a lot of nested methods / -Many operations in the same line to seem 'professional' / -blocks of code that do specific actions, do not mix logic through the method. / -Name variables in a correct way, name them based on what they are ","I do code review to my partners and only use my experience in the project and experience with the language to validate the logic, quality of code, etc. / ",Please let me know the results when you publish the article ;),4.6492E+13,-7.40628E+13,-1
21,R_dcdOIzxglv8TWOB,Default Response Set,Anonymous,,,168.176.55.16,0,42668.55508,42668.58598,1,1,B28,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,5,Very good,3,Satisfactory,3,Between 3 and 5 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,135275,1,S4,0,0,1,0,1,4223,101198,102562,1,4,4,Easy to read,4,Incorrect,15,Neutral,1,Yes,,0,0,141293,1,S2,0,1,3188,35715,36552,1,4,5,Very easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,199461,-1,S1,0,1,10781,46141,120849,1,7,3,Neutral,2,Incorrect,15,Neutral,2,No,"When the bmi is lower than 15 I'ts printing the wrong answer according to the table, the program is entering an IF it Shouldn't do.",0,0,46859,1,S3,0,1,6065,29521,31276,1,4,5,Very easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,6918,69.07,350280,1,S1,2,1,3049,42761,43565,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,214286,1,S2,0,1,2527,36215,36994,1,5,3,Neutral,1,Correct,18,Very confident,1,Yes,,0,0,44389,1,S3,0,1,3045,99406,100424,1,6,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,168425,1,S4,0,1,2095,36447,37403,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,1,1,P1,1,2,Its better to read the first snippet because of the number of code lines and ringed IFs are more understandable than ringed IFs and Elses,1,P1,1,2,"They are very similar but I think I'm more used to whiles than do whiles, so I think It's esaier to read the frist one.",2,2,"Sometimes I thought I had read really well the snippet and when I was going to answer the question about when the method is wrong or correct, I realized I had not read properly  and I couldn't go back, but I guess thats the idea.","I think It's important to make it secuencial for example avoiding usin Do Whiles, avoid using so many elses when it can be done with only IFs and I also think  the less code lines the better.","I think It's to read it many times from the top to the bottom, when there are cycles understand how the cycle works before reading the next code lines.","I think It was pretty interesting, There were many times in which I realized I had not read the snippet carefully enoughto answer the questions, and I think It's really important to improve the readability of code, to help others programmers understand our code.",4.6492E+13,-7.40628E+13,-1
21,R_qCpobp2eCPUuMoh,Default Response Set,Anonymous,,,168.176.239.35,0,42668.55829,42668.58933,1,1,B37,French,French,France,France,2,No,2,No,2,No,1,Yes,5,Very good,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,1344,99932,196716,1,S4,0,0,1,50,1,1.11,71229,72407,1,29,1,Very difficult to read,2,Correct,18,Very confident,2,No,No because it doesn't take into account the equal values.,2316,161.7,177572,1,S2,49,1,1749,28845,29898,1,32,3,Neutral,2,Correct,18,Very confident,1,Yes,,0.848,129.72,132956,1,S1,45,1,1902,46156,47944,1,25,3,Neutral,4,Correct,18,Very confident,1,Yes,,0,0,20679,1,S3,0,1,1418,18358,27116,1,29,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,3136,341299,341663,1,S1,135,1,1634,99874,129494,1,18,4,Easy to read,4,Correct,18,Very confident,2,No,"In fact yes it works, but the ""try again"" question at the end was not defined in the documentation of the method. With this, the method can end with other entries than only ""q"" and ""e"".",100853,100853,153236,1,S2,1,1,2697,111657,112383,1,37,2,Difficult to read,1,Correct,18,Very confident,2,No,"No, because the method accepts only passwords with exactly 4 characters. That was not asked by documentation of the method.",0.194,87801,88574,1,S3,23,1,4419,66449,68849,1,10,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,0.819,58443,71119,1,S4,32,1,1552,256036,257539,-1,61,3,Neutral,4,Correct,18,Very confident,2,No,"Because the index doesn't increment when the ""charAt(i)"" is not the searched character: the ""index++"" statement is skipped by the ""continue"" keywork. The index should increase before the condition.",1,1,P1,1,2,"The two methods are quite clear, but the second is much more concise and still really clear.",1,P1,1,2,"This is personal, I always prefer ""while..."" as ""do..while"", because I prefer knowing the condition before seeing the block content.",2,1,Do we have to say that a method is incorrect when it does things that are not asked but are still giving the right result?,"Variable naming. / Try to make your code concise, but without excess. / Find the easiest way and simplest way to do a thing.","Visualize the variables in my head, or in a paper when there are too many variables to store them in my head.",,4.6492E+13,-7.40628E+13,-1
21,R_1k21t6VhfO6Zj97,Default Response Set,Anonymous,,,168.176.239.32,0,42683.54938,42683.58507,1,1,B77,Español,Spanish,Bogota,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,6663,18316,87068,1,S4,0,0,1,4,1,2047,72654,110009,1,5,2,Difficult to read,2,Correct,15,Neutral,2,No,"N se tienen en cuenta todos los posibles casos, y los que hay no estan bien propuestos",28649,108457,131169,1,S2,7,1,2412,54.25,55079,1,4,2,Difficult to read,2,Correct,15,Neutral,1,Yes,,4951,8849,190945,-1,S1,2,1,2228,85899,87638,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,3676,8276,49608,1,S3,3,1,2.3,27572,28397,1,5,5,Very easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,10.33,239809,247705,1,S1,11,1,3356,124435,126854,1,4,3,Neutral,2,Incorrect,16,Not very confident,1,Yes,,5936,162792,194992,1,S2,3,1,10575,145231,149320,1,19,4,Easy to read,1,Correct,15,Neutral,1,Yes,,4918,9733,111719,1,S3,7,1,2404,159763,174447,1,12,4,Easy to read,3,Incorrect,14,Somewhat confident,2,No,"El contador de la condición del while solo aumenta cuando el numero es mayor a cero, en caso de ser 0 no aumenta y el ciclo queda infinitamente en esa posición. pus la condición del while nunca se incumplira",2356,15564,119582,1,S4,9,1,3066,241657,265246,-1,15,4,Easy to read,1,Incorrect,15,Neutral,2,No,"Por que el index queda uno antes que max, entonces, no alcanza a recorrer la totalidad de la cadena.",1,1,P1,1,2,"El segundo es un código mas compacto, pues solo tiene 2 condicionales que se encargan de ejecutar la tarea",1,P1,1,2,"Los 2 códigos son entendibles, pero personalmente el segundo es mas fácil de leer , pues es mas común usar el while que el do while.",1,3,"Cuando anidacion de odigo, se hace mucho mas difícil de comprender","Tener orden en la manera de escribir código, y no usar muchas anidaciones ni codigo usados comunmente",,Buenas preguntas y concretas.El código es normal; un poco enredado pero no imposible de comprender,4.6492E+13,-7.40628E+13,-1
21,R_3gXiikyBqjdjMJ7,Default Response Set,Anonymous,,,181.52.92.246,0,42684.42073,42684.48297,1,1,B58,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,4,Good,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,254522,1,S4,0,0,-1,0,1,3035,145172,146676,1,4,4,Easy to read,2,Correct,14,Somewhat confident,1,Yes,,131253,370855,371963,-1,S2,6,1,3947,393375,394978,-1,8,5,Very easy to read,2,Correct,14,Somewhat confident,1,Yes,,9343,9343,90074,1,S1,1,1,15291,340563,342326,-1,9,4,Easy to read,2,Incorrect,14,Somewhat confident,1,Yes,,37962,37962,176486,-1,S3,1,1,4237,216518,218060,-1,5,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,26.81,354783,355927,1,S1,5,1,3473,237659,238852,-1,4,3,Neutral,4,Correct,18,Very confident,1,Yes,,12384,322454,323477,1,S2,7,1,2284,72647,91853,1,4,3,Neutral,1,Correct,14,Somewhat confident,1,Yes,,0,0,147243,1,S3,0,1,2411,158832,160204,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,102806,1,S4,0,1,5161,74456,77129,1,5,3,Neutral,1,Incorrect,15,Neutral,1,Yes,,1,1,P1,1,2,Considero que el primer código tiene mas legibilidad debido a que la lógica del algoritmo es mucho mas sencilla y no contiene detalles de mas. ,1,P1,1,2,"El segundo código lo encuentro con mas legibilidad, debido a que utilizando el ciclo mientras que, al principio, este indica de inmediato cuando terminara el código, permitiendo crear la estructura del algoritmo mucho mas rápido.",1,3,"No encontré dificultades de gran importancia durante la sesión, pero si debo decir que a la hora de leer el código, se echa de menos la funcionalidad del algunos IDEs de reconocer las llaves de los ciclos y condiciones en los códigos.",Considero que uno de los aspectos mas importante es reducir la cantidad de código que se escribe en una cantidad que a través de una lógica mas precisa pueda llevar a la solución del problema en menos lineas de código. ,"Los IDEs los considero como mis favoritos, debido a que ofrecen diversas funcionalidades, como organizar el código, resaltar las llaves, enumerar las lineas, entre otras, cada una de estas funcionalidades hacen que la comprensión resulte mucho mas fácil. ","Creo que los códigos y las preguntas cumplen con su objetivo, aunque la estructura de los algoritmo considero que son un poco parecidas. ",1.12408E+13,-7.4199E+13,-1
21,R_Zh0L8IywAq4hG0N,Default Response Set,Anonymous,,,168.176.239.35,0,42766.53418,42766.55618,1,1,B295,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,4,Good,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,75977,1,S4,0,0,1,0,1,2431,24631,100765,1,5,4,Easy to read,2,Correct,16,Not very confident,2,No,"Hay un problema al haber numero iguales, si numTwo y numThree son iguales y mayores al numOne, el mas grande resulta ser 0",0,0,102125,1,S2,0,1,4.29,19.89,20796,1,4,4,Easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,116680,1,S1,0,1,3536,14024,14820,1,4,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,64784,1,S3,0,1,7251,19868,20671,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,128080,1,S1,0,1,3162,80344,83836,1,6,3,Neutral,4,Correct,16,Not very confident,2,No,"Si al usuario se le ocurre solo oprimir enter sin antes teclear alguna letra, el programa deja de funcionar y manda error, no se manejó esa excepción.",0,0,74266,1,S2,0,1,8684,77669,80192,1,4,5,Very easy to read,2,Incorrect,18,Very confident,1,Yes,,0,0,77630,1,S3,0,1,4227,71859,174069,1,5,5,Very easy to read,4,Correct,15,Neutral,2,No,"No maneja las excepciones para casos especificos (cuando el arreglo sea vacio), Utiliza un while en vez de un for, normalmente sabiendo el tamaño del arreglo se sabe que se ejecutará una cantidad fija de veces ese ciclo.",0,0,50318,1,S4,0,1,6.73,50066,51230,1,4,5,Very easy to read,3,Incorrect,14,Somewhat confident,1,Yes,,1,1,P1,1,2,"Es mas legible el segundo código porque hace menos comparaciones y no es enredado para entender, además evita los errores de si existen 2 números ingresados con el mismo valor.",1,P1,1,2,"Es mas claro el segundo, ya que se esta haciendo la asignacion de variables desde un principio, un while es mas claro y legible que un do-while",1,1,"A veces los do-while eran enrredados, no se declaraba e inicializaba a la vez, se hacia en medio de algunos ciclos, lo que podria ser un problema para encontrar errores.","No hacer operaciones innecesarias, si no se puede evitar tener códigos largos, intentar comentarlos, evitar nombres de variables muy generales y ni muy extensos.","Yo normalmente visualizo lo que va pasando, y estar viendo o anotar en un papel los cambios que van teniendo las variables. Tambien es fundamental saber qué debe hacer mi método antes que todo.","Excelente ejercicio, excelente la idea ya que estudios como estos hace que a la hora de crear codigo sea de una manera general y legible, clara y concisa, ayuda mucho para evitar problemas a la hora de desarrollar proyectos con muchas personas trabajando.",4.6492E+13,-7.40628E+13,-1
21,R_eWiV9nXFSlwrMcx,Default Response Set,Anonymous,,,168.176.239.32,0,42766.53509,42766.55742,1,1,B325,Spanish,Spanish,Bogota,Colombia,2,No,2,No,1,Yes,2,No,4,Good,4,Good,3,Between 3 and 5 years,2,Between 1 and 3 years,6,Less than a year,1,0,0,53553,1,S4,0,0,1,0,1,8396,49164,50048,1,5,4,Easy to read,3,Incorrect,18,Very confident,1,Yes,,0,0,56319,1,S2,0,1,7306,31794,33023,1,4,4,Easy to read,2,Correct,18,Very confident,1,Yes,,0,0,33861,1,S1,0,1,6987,52987,53352,1,7,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,42250,1,S3,0,1,5382,22541,23482,1,4,5,Very easy to read,4,Incorrect,18,Very confident,1,Yes,,0,0,178419,1,S1,0,1,1.88,35801,36405,1,4,4,Easy to read,1,Incorrect,15,Neutral,1,Yes,,11593,11769,221258,1,S2,2,1,114079,191476,262691,-1,8,3,Neutral,1,Correct,18,Very confident,2,No,"There is a bad condition in the while, it is necesary to give a diferent .password from the old one.",0,0,54936,1,S3,0,1,4.37,44682,48241,1,6,4,Easy to read,4,Correct,18,Very confident,1,Yes,,2988,9.42,123196,1,S4,2,1,1583,21111,22491,1,5,4,Easy to read,3,Incorrect,15,Neutral,1,Yes,,1,1,P1,1,2,"The number of conditionals makes tan the solution be more difficult to understand, so and auxiliar variable is better in this case. ",1,P1,2,1,The condition for continuing in the control structure is proper located.,1,3,"No, there was not any difficulties.","Using standars like PEP8 to understand the source code, /  the length of the lines of source code, /  the mnemonic of the variables /  the modularization of the code. /  the comments that explain the tricky parts.  /   / For improve comprenhension I recommend using a Control Versión System that supports the process whereas the building of the Project.","GIT repositories, using SCRUM during the solution of a Project.","I would like that the code be in different languages, like Ruby, Go or any different as the most usual.",4.6492E+13,-7.40628E+13,-1
