Problem,ProblemCorrectness,ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,ParticipantID,Language,Country,ReadingDisorder,CurrentDev,CurrentUGrad,CurrentGrad,EnglishSkill,JavaSkill,ProgrammingSkill,YearsJava,YearsProgramming,ReadTime,AnswerTime,Readability,MCQCorrectness,ConfidenceLevel,LogicalCorrectness,LogicalCorrectnessExplanation
r1p4s4,0,R_2TXDVjoqve8wkjQ,Default Response Set,Anonymous,nan,nan,181.61.72.100,0,42700.527969999996,42700.55051,1,B108,Spanish,Colombia,2,1,1,2,5,3,4,2,5,122997.0,118068.0,Difficult to read,Correct,Neutral,1,Within the else if the content of the if block and the else should be exchanged.
r2p4s3,0,R_2TXDVjoqve8wkjQ,Default Response Set,Anonymous,nan,nan,181.61.72.100,0,42700.527969999996,42700.55051,1,B108,Spanish,Colombia,2,1,1,2,5,3,4,2,5,51263.0,93071.0,Very easy to read,Correct,Very confident,1,When the first character is found not equal to the character of interest the program enters an infinite loop.
r1p1s3,0,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,3802.0,5877.0,Very difficult to read,Incorrect,Very confident,0,nan
r2p1s2,1,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,6538.0,19350.0,Very difficult to read,Incorrect,Very confident,1,nan
r1p2s2,1,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,3870.0,32023.0,Very difficult to read,Incorrect,Very confident,1,nan
r2p2s4,0,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,31787.0,32548.0,Very difficult to read,Incorrect,Neutral,0,nan
r1p3s1,1,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,2630.0,9895.0,Very difficult to read,Incorrect,Very confident,1,nan
r2p3s1,1,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,14312.0,14493.0,Neutral,Incorrect,Very confident,1,nan
r1p4s4,0,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,4353.0,6550.0,Very difficult to read,Incorrect,Very confident,0,nan
r2p4s3,0,R_3PLyzUznU6xjBOl,Default Response Set,Anonymous,nan,nan,1.90145E+11,0,42723.53263,42723.53652,1,B154,Spanish,Colombia,2,2,2,1,1,1,1,1,5,9422.0,6443.0,Very difficult to read,Incorrect,Very confident,0,nan
r1p1s3,0,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,57150.0,205385.0,Very easy to read,Correct,Very confident,1,if the three numbers are equal the method returns 0 plus if there are 2 equal numbers that are greater the method will also return zero therefore with these special cases the method is not functional.
r2p1s2,1,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,99274.0,248907.0,Difficult to read,Correct,Very confident,1,nan
r1p2s2,1,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,99741.0,75865.0,Easy to read,Correct,Very confident,1,nan
r2p2s4,0,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,109012.0,139023.0,Easy to read,Correct,Very confident,0,nan
r1p3s1,1,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,29526.0,134379.0,Very easy to read,Correct,Very confident,1,nan
r2p3s1,1,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,19693.0,98448.0,Very easy to read,Correct,Very confident,1,nan
r1p4s4,0,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,78625.0,70557.0,Very easy to read,Correct,Very confident,1,when the number one is less than zero and the other two are greater than zero the method has a solidity of one when it should be a two
r2p4s3,0,R_2RVolcMG6QrhA2b,Default Response Set,Anonymous,nan,nan,168.176.239.32,0,42766.535939999994,42766.56183,1,B314,Spanish,Colombia,2,1,1,2,3,2,3,1,7,40068.0,134419.0,Very easy to read,Correct,Very confident,0,nan
r1p1s3,0,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,63439.0,218482.0,Easy to read,Correct,Neutral,1,this method only works for three different numbers
r2p1s2,1,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,2922.0,9820.0,Neutral,Incorrect,Neutral,1,nan
r1p2s2,1,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,7114.0,10438.0,Neutral,Correct,Neutral,1,nan
r2p2s4,0,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,4584.0,6891.0,Neutral,Incorrect,Neutral,0,nan
r1p3s1,1,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,22868.0,20519.0,Difficult to read,Correct,Neutral,0,nan
r2p3s1,1,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,1701.0,11216.0,Easy to read,Incorrect,Neutral,1,nan
r1p4s4,0,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,173003.0,197647.0,Easy to read,Incorrect,Neutral,1,When you check that the number1 is not positive if the number2 is positive and the number3 is positive the method would yield 1 being 2 the correct answer
r2p4s3,0,R_28BzXoVkauzRTLo,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.5489,42774.56383,1,B354,Spanish,Colombia,2,2,1,2,2,3,2,1,5,98191.0,35896.0,Easy to read,Correct,Neutral,0,nan
r1p1s3,0,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,107472.0,63109.0,Very easy to read,Correct,Very confident,0,nan
r2p1s2,1,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,249648.0,92478.0,Easy to read,Correct,Neutral,1,nan
r1p2s2,1,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,571318.0,102507.0,Difficult to read,Incorrect,Not at all confident,1,nan
r2p2s4,0,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,290589.0,130144.0,Easy to read,Incorrect,Not very confident,1,Accepted four-digit keys at least equal to the previous key if the previous key was four digits admitting the same key
r1p3s1,1,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,229888.0,28247.0,Very easy to read,Correct,Somewhat confident,1,nan
r2p3s1,1,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,73546.0,50303.0,Very easy to read,Incorrect,Not very confident,1,nan
r1p4s4,0,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,311819.0,171387.0,Easy to read,Correct,Not very confident,1,When the first number entered is less than or equal to zero but the second is greater than zero and the third also prints 1 instead of printing 2
r2p4s3,0,R_2aUYquPub5kjTEN,Default Response Set,Anonymous,nan,nan,168.176.239.31,0,42774.54336,42774.57931,1,B336,Spanish,Colombia,2,2,1,2,3,4,2,2,5,112938.0,35479.0,Very easy to read,Incorrect,Very confident,0,nan
r1p1s3,0,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,58648.0,43281.0,Very easy to read,Correct,Very confident,1,It cannot handle cases where all three numbers are the same.
r2p1s2,1,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,171767.0,21189.0,Easy to read,Correct,Very confident,1,nan
r1p2s2,1,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,53637.0,13871.0,Very easy to read,Correct,Very confident,1,nan
r2p2s4,0,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,171398.0,29585.0,Easy to read,Correct,Very confident,0,nan
r1p3s1,1,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,212571.0,11014.0,Very easy to read,Correct,Very confident,1,nan
r2p3s1,1,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,110409.0,94189.0,Very easy to read,Correct,Somewhat confident,0,While it does not throw an exception on an empty array (array exists with 0 objects) it will throw an exception if it receives a null array (array does not exist).
r1p4s4,0,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,132593.0,12506.0,Very easy to read,Incorrect,Very confident,0,nan
r2p4s3,0,R_3lDfTmHab0PB0D9,Default Response Set,Anonymous,nan,nan,71.73.109.66,0,42783.33569,42783.3566,1,Beittin,English,USA,2,2,1,2,5,1,4,1,6,92311.0,48916.0,Easy to read,Incorrect,Somewhat confident,0,nan
r1p1s3,0,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,49406.0,76953.0,Neutral,Correct,Somewhat confident,1,If the three numbers are the same nothing is ever evaluated as the largest as when in fact all of them are the largest should be something to handle this
r2p1s2,1,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,125777.0,30844.0,Neutral,Correct,Neutral,1,nan
r1p2s2,1,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,59936.0,74332.0,Neutral,Incorrect,Neutral,0,The method looked right to me at first glance but granted that a question requires the only answers being that there are issues I must have over looked something
r2p2s4,0,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,18022.0,70563.0,Neutral,Correct,Neutral,1,To me it appears to accept only new passwords with no common characters this is logically incorrect to the problem as a new password only needs to be 4 characters and just be different then the previous password
r1p3s1,1,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,82357.0,17984.0,Neutral,Correct,Neutral,1,nan
r2p3s1,1,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,97471.0,17049.0,Neutral,Incorrect,Not very confident,1,nan
r1p4s4,0,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,53786.0,66569.0,Difficult to read,Incorrect,Not very confident,1,I could be confusion the { } 's for the problem but there seems to be errors of not counting in some cases but I may just be confusing { }'s and not reading it correctly
r2p4s3,0,R_UQHcv0hHa7Zi7IJ,Default Response Set,Anonymous,nan,nan,66.49.109.100,0,42783.33831,42783.58197,1,B371,English,USA,2,2,1,2,5,3,2,1,5,66241.0,169916.0,Easy to read,Incorrect,Neutral,1,I could be wrong as I'm not familiar with Java and only have a couple weeks of self taught Java for very specific tasks but it looks as if the counter is always incremented whether the character is found or not since the counter gets incremented every time the loop is processed whether the character is found or not but this all bases on my guess of how 'continue' works in Java. 
r1p1s3,0,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,77448.0,38316.0,Very easy to read,Correct,Very confident,1,The method fails when the inputs are tied for largest.
r2p1s2,1,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,96522.0,97142.0,Very easy to read,Incorrect,Very confident,0,The method does not terminate.
r1p2s2,1,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,244717.0,132663.0,Very difficult to read,Incorrect,Not at all confident,0,Again the formatting is so poor that I cannot tell if it is logically correct or not. The statements should return immediately upon finding the grade instead of assigning to a variable and continuing through this gauntlet of if statements.
r2p2s4,0,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,454719.0,33240.0,Easy to read,Correct,Very confident,0,nan
r1p3s1,1,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,84132.0,13596.0,Very easy to read,Correct,Very confident,1,nan
r2p3s1,1,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,91896.0,72856.0,Very easy to read,Correct,Not very confident,1,nan
r1p4s4,0,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,82454.0,60545.0,Very difficult to read,Incorrect,Not at all confident,1,It may be logically correct but the method is so difficult to read that I don't know if it works. There are much easier solutions to this problem.
r2p4s3,0,R_2BbWOENN6JVLxPL,Default Response Set,Anonymous,nan,nan,75.179.21.67,0,42785.79086,42785.82207,1,B241,English,USA,2,2,1,2,5,2,3,1,5,269747.0,65885.0,Easy to read,Correct,Somewhat confident,1,It should increment the index in every case.
r1p1s3,0,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,47522.0,73378.0,Neutral,Correct,Very confident,1,None of the if blocks will be true and so the result will be 0 but the real answer should be the highest integer.
r2p1s2,1,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,66098.0,23474.0,Very easy to read,Correct,Very confident,1,nan
r1p2s2,1,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,54908.0,21870.0,Difficult to read,Correct,Very confident,1,nan
r2p2s4,0,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,77792.0,37956.0,Neutral,Correct,Very confident,0,nan
r1p3s1,1,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,92540.0,16479.0,Very easy to read,Correct,Very confident,1,nan
r2p3s1,1,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,37538.0,49696.0,Neutral,Correct,Very confident,1,nan
r1p4s4,0,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,47149.0,172403.0,Difficult to read,Incorrect,Somewhat confident,0,nan
r2p4s3,0,R_1WWZhU9TFXgXx9n,Default Response Set,Anonymous,nan,nan,150.134.245.2,0,42790.379989999994,42790.396239999995,1,B401,English,USA,2,1,1,2,5,3,4,2,8,54923.0,86598.0,Easy to read,Correct,Very confident,1,It never increments index and will get stuck in an infinite loop if any character is not the character being counted.
r1p1s3,0,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,52374.0,50982.0,Neutral,Correct,Very confident,1,When all the three inputs are equals the method always return 0.
r2p1s2,1,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,154028.0,38000.0,Difficult to read,Incorrect,Somewhat confident,0,nan
r1p2s2,1,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,90927.0,13936.0,Easy to read,Correct,Very confident,1,nan
r2p2s4,0,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,142465.0,80485.0,Neutral,Correct,Somewhat confident,0,nan
r1p3s4,0,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,291909.0,116575.0,Difficult to read,Correct,Very confident,1,When bmi is equal to 18.5 the last if is false so the output to this input is "Overweight" further: making logical comparison between double is not well defined.
r2p3s3,0,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,114931.0,19318.0,Very easy to read,Correct,Very confident,0,nan
r1p4s1,1,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,70024.0,16166.0,Very easy to read,Correct,Very confident,1,nan
r2p4s1,1,R_2f1fBvm2IQGCygN,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42640.723060000004,42640.75303,1,B1,Spanish,Colombia,2,1,1,1,5,5,3,3,8,138192.0,81386.0,Neutral,Correct,Somewhat confident,1,nan
r1p1s3,0,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,76769.0,129303.0,Very easy to read,Correct,Very confident,0,nan
r2p1s2,1,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,197579.0,57247.0,Easy to read,Correct,Somewhat confident,1,nan
r1p2s2,1,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,170371.0,39567.0,Neutral,Correct,Somewhat confident,1,nan
r2p2s4,0,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,332536.0,59491.0,Easy to read,Correct,Somewhat confident,0,nan
r1p3s4,0,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,213549.0,242726.0,Neutral,Correct,Somewhat confident,1,The conditional where it is necessary to verify if the bmi is in the interval [18.5 25) was not placed correctly since it is not including the 18.5 therefore it is checking if the bmi is in the interval (18.5 25)
r2p3s3,0,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,225158.0,97410.0,Easy to read,Correct,Somewhat confident,0,nan
r1p4s1,1,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,100217.0,33383.0,Very easy to read,Correct,Very confident,1,nan
r2p4s1,1,R_1rcVB6Vt9nlfF6R,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42668.555510000006,42668.59535,1,B43,Spanish,Colombia,2,2,1,2,3,3,3,2,5,152585.0,61733.0,Neutral,Correct,Neutral,1,nan
r1p1s3,0,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,111624.0,26137.0,Very easy to read,Correct,Very confident,1,nan
r2p1s2,1,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,132296.0,119020.0,Easy to read,Incorrect,Very confident,1,nan
r1p2s2,1,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,164570.0,26148.0,Very difficult to read,Correct,Somewhat confident,1,nan
r2p2s4,0,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,170129.0,132157.0,Very easy to read,Correct,Very confident,1,nan
r1p3s4,0,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,115397.0,84752.0,Neutral,Correct,Very confident,1,Because of the intervals they are not matched exactly as the table requires but it happens when the input is 18.5.
r2p3s3,0,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,26000.0,51892.0,Very easy to read,Correct,Very confident,0,nan
r1p4s1,1,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,53316.0,17157.0,Very easy to read,Correct,Somewhat confident,1,nan
r2p4s1,1,R_3porlZrwfLPHDjQ,Default Response Set,Anonymous,nan,nan,168.176.239.36,0,42683.55072,42683.58245,1,B93,Spanish,Colombia,2,2,1,2,4,3,2,2,5,55407.0,58237.0,Very easy to read,Incorrect,Neutral,1,nan
r1p1s3,0,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,38318.0,72507.0,Easy to read,Correct,Very confident,0,nan
r2p1s2,1,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,115742.0,63638.0,Neutral,Correct,Neutral,1,nan
r1p2s2,1,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,63580.0,41426.0,Neutral,Correct,Somewhat confident,1,nan
r2p2s4,0,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,111691.0,40496.0,Difficult to read,Correct,Neutral,1,nan
r1p3s4,0,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,78648.0,18565.0,Neutral,Incorrect,Somewhat confident,0,nan
r2p3s3,0,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,51639.0,104440.0,Neutral,Incorrect,Somewhat confident,1,The while loop is useless in this case the right way is use the For loop and read all the array
r1p4s1,1,R_3O5yvTIExq7LFE5,Default Response Set,Anonymous,nan,nan,186.154.39.149,0,42701.34416,42701.36321,1,1022399818,Spanish,Colombia,2,2,1,2,4,4,3,3,5,35281.0,31482.0,Easy to read,Correct,Very confident,1,nan
